Teleconnexió,Fase,Variable,Subregió,Estació,Període,Anomalia mitjana,Unitat,N mesos
WeMO,Negativa,Precipitació,Llevant Ibèric,Hivern,2011-2020,15.9435,mm,6
WeMO,Negativa,Precipitació,Llevant Ibèric,Primavera,Tots,8.2422,mm,48
WeMO,Negativa,Precipitació,Llevant Ibèric,Primavera,1981-1990,4.2738,mm,7
WeMO,Negativa,Precipitació,Llevant Ibèric,Primavera,1991-2000,14.7184,mm,8
WeMO,Negativa,Precipitació,Llevant Ibèric,Primavera,2001-2010,6.4909,mm,16
WeMO,Negativa,Precipitació,Llevant Ibèric,Primavera,2011-2020,8.4769,mm,17
WeMO,Negativa,Precipitació,Llevant Ibèric,Estiu,Tots,1.1856,mm,43
WeMO,Negativa,Precipitació,Llevant Ibèric,Estiu,1981-1990,4.4535,mm,12
WeMO,Negativa,Precipitació,Llevant Ibèric,Estiu,1991-2000,-0.8471,mm,4
WeMO,Negativa,Precipitació,Llevant Ibèric,Estiu,2001-2010,-1.52,mm,9
WeMO,Negativa,Precipitació,Llevant Ibèric,Estiu,2011-2020,0.8116,mm,18
WeMO,Negativa,Precipitació,Llevant Ibèric,Tardor,Tots,13.7606,mm,46
WeMO,Negativa,Precipitació,Llevant Ibèric,Tardor,1981-1990,13.7327,mm,11
WeMO,Negativa,Precipitació,Llevant Ibèric,Tardor,1991-2000,-5.6072,mm,5
WeMO,Negativa,Precipitació,Llevant Ibèric,Tardor,2001-2010,17.8625,mm,12
WeMO,Negativa,Precipitació,Llevant Ibèric,Tardor,2011-2020,16.4229,mm,18
WeMO,Negativa,Precipitació,Catalunya-Balears,Hivern,Tots,12.3635,mm,33
WeMO,Negativa,Precipitació,Catalunya-Balears,Hivern,1981-1990,-0.6858,mm,5
WeMO,Negativa,Precipitació,Catalunya-Balears,Hivern,1991-2000,18.7625,mm,13
WeMO,Negativa,Precipitació,Catalunya-Balears,Hivern,2001-2010,10.6003,mm,9
WeMO,Negativa,Precipitació,Catalunya-Balears,Hivern,2011-2020,12.018,mm,6
WeMO,Negativa,Precipitació,Catalunya-Balears,Primavera,Tots,2.0208,mm,48
WeMO,Negativa,Precipitació,Catalunya-Balears,Primavera,1981-1990,-1.8968,mm,7
WeMO,Negativa,Precipitació,Catalunya-Balears,Primavera,1991-2000,3.1125,mm,8
WeMO,Negativa,Precipitació,Catalunya-Balears,Primavera,2001-2010,-0.8348,mm,16
WeMO,Negativa,Precipitació,Catalunya-Balears,Primavera,2011-2020,5.8079,mm,17
WeMO,Negativa,Precipitació,Catalunya-Balears,Estiu,Tots,-1.5425,mm,43
WeMO,Negativa,Precipitació,Catalunya-Balears,Estiu,1981-1990,1.9383,mm,12
WeMO,Negativa,Precipitació,Catalunya-Balears,Estiu,1991-2000,0.7408,mm,4
WeMO,Negativa,Precipitació,Catalunya-Balears,Estiu,2001-2010,-5.6458,mm,9
WeMO,Negativa,Precipitació,Catalunya-Balears,Estiu,2011-2020,-2.3188,mm,18
WeMO,Negativa,Precipitació,Catalunya-Balears,Tardor,Tots,5.7966,mm,46
WeMO,Negativa,Precipitació,Catalunya-Balears,Tardor,1981-1990,1.711,mm,11
WeMO,Negativa,Precipitació,Catalunya-Balears,Tardor,1991-2000,-6.9342,mm,5
WeMO,Negativa,Precipitació,Catalunya-Balears,Tardor,2001-2010,4.7043,mm,12
WeMO,Negativa,Precipitació,Catalunya-Balears,Tardor,2011-2020,12.5579,mm,18
WeMO,Negativa,Precipitació,Golf del Lleó,Hivern,Tots,-13.2593,mm,33
WeMO,Negativa,Precipitació,Golf del Lleó,Hivern,1981-1990,-19.8532,mm,5
WeMO,Negativa,Precipitació,Golf del Lleó,Hivern,1991-2000,-2.0912,mm,13
WeMO,Negativa,Precipitació,Golf del Lleó,Hivern,2001-2010,-14.0944,mm,9
WeMO,Negativa,Precipitació,Golf del Lleó,Hivern,2011-2020,-30.7093,mm,6
WeMO,Negativa,Precipitació,Golf del Lleó,Primavera,Tots,-10.1632,mm,48
WeMO,Negativa,Precipitació,Golf del Lleó,Primavera,1981-1990,-24.4185,mm,7
WeMO,Negativa,Precipitació,Golf del Lleó,Primavera,1991-2000,-3.3024,mm,8
WeMO,Negativa,Precipitació,Golf del Lleó,Primavera,2001-2010,-17.8792,mm,16
WeMO,Negativa,Precipitació,Golf del Lleó,Primavera,2011-2020,-0.2598,mm,17
WeMO,Negativa,Precipitació,Golf del Lleó,Estiu,Tots,-5.6367,mm,43
WeMO,Negativa,Precipitació,Golf del Lleó,Estiu,1981-1990,2.5238,mm,12
WeMO,Negativa,Precipitació,Golf del Lleó,Estiu,1991-2000,-11.3877,mm,4
WeMO,Negativa,Precipitació,Golf del Lleó,Estiu,2001-2010,-16.3141,mm,9
WeMO,Negativa,Precipitació,Golf del Lleó,Estiu,2011-2020,-4.4603,mm,18
WeMO,Negativa,Precipitació,Golf del Lleó,Tardor,Tots,-5.4605,mm,46
WeMO,Negativa,Precipitació,Golf del Lleó,Tardor,1981-1990,-14.1195,mm,11
WeMO,Negativa,Precipitació,Golf del Lleó,Tardor,1991-2000,-19.9851,mm,5
WeMO,Negativa,Precipitació,Golf del Lleó,Tardor,2001-2010,-15.2722,mm,12
WeMO,Negativa,Precipitació,Golf del Lleó,Tardor,2011-2020,10.4068,mm,18
WeMO,Negativa,Precipitació,Mediterrani central occidental,Hivern,Tots,-5.7169,mm,33
WeMO,Negativa,Precipitació,Mediterrani central occidental,Hivern,1981-1990,-14.9424,mm,5
WeMO,Negativa,Precipitació,Mediterrani central occidental,Hivern,1991-2000,-3.819,mm,13
WeMO,Negativa,Precipitació,Mediterrani central occidental,Hivern,2001-2010,-2.1921,mm,9
WeMO,Negativa,Precipitació,Mediterrani central occidental,Hivern,2011-2020,-7.4285,mm,6
WeMO,Negativa,Precipitació,Mediterrani central occidental,Primavera,Tots,-2.9352,mm,48
WeMO,Negativa,Precipitació,Mediterrani central occidental,Primavera,1981-1990,-11.7236,mm,7
WeMO,Negativa,Precipitació,Mediterrani central occidental,Primavera,1991-2000,1.0632,mm,8
WeMO,Negativa,Precipitació,Mediterrani central occidental,Primavera,2001-2010,-3.528,mm,16
WeMO,Negativa,Precipitació,Mediterrani central occidental,Primavera,2011-2020,-0.6401,mm,17
WeMO,Negativa,Precipitació,Mediterrani central occidental,Estiu,Tots,-1.0614,mm,43
WeMO,Negativa,Precipitació,Mediterrani central occidental,Estiu,1981-1990,-0.4862,mm,12
WeMO,Negativa,Precipitació,Mediterrani central occidental,Estiu,1991-2000,-0.9541,mm,4
WeMO,Negativa,Precipitació,Mediterrani central occidental,Estiu,2001-2010,-2.9723,mm,9
WeMO,Negativa,Precipitació,Mediterrani central occidental,Estiu,2011-2020,-0.5132,mm,18
WeMO,Negativa,Precipitació,Mediterrani central occidental,Tardor,Tots,-3.7165,mm,46
WeMO,Negativa,Precipitació,Mediterrani central occidental,Tardor,1981-1990,-13.4496,mm,11
WeMO,Negativa,Precipitació,Mediterrani central occidental,Tardor,1991-2000,-14.6565,mm,5
WeMO,Negativa,Precipitació,Mediterrani central occidental,Tardor,2001-2010,-1.896,mm,12
WeMO,Negativa,Precipitació,Mediterrani central occidental,Tardor,2011-2020,4.0567,mm,18
WeMO,Negativa,Temperatura,Llevant Ibèric,Hivern,Tots,0.0194,°C,33
WeMO,Negativa,Temperatura,Llevant Ibèric,Hivern,1981-1990,0.5549,°C,5
WeMO,Negativa,Temperatura,Llevant Ibèric,Hivern,1991-2000,-0.084,°C,13
WeMO,Negativa,Temperatura,Llevant Ibèric,Hivern,2001-2010,-0.4379,°C,9
WeMO,Negativa,Temperatura,Llevant Ibèric,Hivern,2011-2020,0.4831,°C,6
WeMO,Negativa,Temperatura,Llevant Ibèric,Primavera,Tots,0.123,°C,48
WeMO,Negativa,Temperatura,Llevant Ibèric,Primavera,1981-1990,-0.1907,°C,7
WeMO,Negativa,Temperatura,Llevant Ibèric,Primavera,1991-2000,-0.257,°C,8
WeMO,Negativa,Temperatura,Llevant Ibèric,Primavera,2001-2010,0.0484,°C,16
WeMO,Negativa,Temperatura,Llevant Ibèric,Primavera,2011-2020,0.5013,°C,17
WeMO,Negativa,Temperatura,Llevant Ibèric,Estiu,Tots,0.2013,°C,43
WeMO,Negativa,Temperatura,Llevant Ibèric,Estiu,1981-1990,-0.646,°C,12
WeMO,Negativa,Temperatura,Llevant Ibèric,Estiu,1991-2000,-0.4834,°C,4
WeMO,Negativa,Temperatura,Llevant Ibèric,Estiu,2001-2010,0.436,°C,9
WeMO,Negativa,Temperatura,Llevant Ibèric,Estiu,2011-2020,0.8011,°C,18
WeMO,Negativa,Temperatura,Llevant Ibèric,Tardor,Tots,0.3161,°C,46
WeMO,Negativa,Temperatura,Llevant Ibèric,Tardor,1981-1990,0.3543,°C,11
WeMO,Negativa,Temperatura,Llevant Ibèric,Tardor,1991-2000,0.1265,°C,5
WeMO,Negativa,Temperatura,Llevant Ibèric,Tardor,2001-2010,-0.2449,°C,12
WeMO,Negativa,Temperatura,Llevant Ibèric,Tardor,2011-2020,0.7195,°C,18
WeMO,Negativa,Temperatura,Catalunya-Balears,Hivern,Tots,0.1427,°C,33
WeMO,Negativa,Temperatura,Catalunya-Balears,Hivern,1981-1990,0.7657,°C,5
WeMO,Negativa,Temperatura,Catalunya-Balears,Hivern,1991-2000,0.0239,°C,13
WeMO,Negativa,Temperatura,Catalunya-Balears,Hivern,2001-2010,-0.43,°C,9
WeMO,Negativa,Temperatura,Catalunya-Balears,Hivern,2011-2020,0.74,°C,6
WeMO,Negativa,Temperatura,Catalunya-Balears,Primavera,Tots,0.2689,°C,48
WeMO,Negativa,Temperatura,Catalunya-Balears,Primavera,1981-1990,-0.1034,°C,7
WeMO,Negativa,Temperatura,Catalunya-Balears,Primavera,1991-2000,0.0452,°C,8
WeMO,Negativa,Temperatura,Catalunya-Balears,Primavera,2001-2010,0.1625,°C,16
WeMO,Negativa,Temperatura,Catalunya-Balears,Primavera,2011-2020,0.6275,°C,17
WeMO,Negativa,Temperatura,Catalunya-Balears,Estiu,Tots,0.2602,°C,43
WeMO,Negativa,Temperatura,Catalunya-Balears,Estiu,1981-1990,-0.5741,°C,12
WeMO,Negativa,Temperatura,Catalunya-Balears,Estiu,1991-2000,-0.4256,°C,4
WeMO,Negativa,Temperatura,Catalunya-Balears,Estiu,2001-2010,0.7011,°C,9
WeMO,Negativa,Temperatura,Catalunya-Balears,Estiu,2011-2020,0.7483,°C,18
WeMO,Negativa,Temperatura,Catalunya-Balears,Tardor,Tots,0.4461,°C,46
WeMO,Negativa,Temperatura,Catalunya-Balears,Tardor,1981-1990,0.5638,°C,11
WeMO,Negativa,Temperatura,Catalunya-Balears,Tardor,1991-2000,0.0067,°C,5
WeMO,Negativa,Temperatura,Catalunya-Balears,Tardor,2001-2010,-0.0621,°C,12
WeMO,Negativa,Temperatura,Catalunya-Balears,Tardor,2011-2020,0.835,°C,18
WeMO,Negativa,Temperatura,Golf del Lleó,Hivern,Tots,0.1667,°C,33
WeMO,Negativa,Temperatura,Golf del Lleó,Hivern,1981-1990,0.957,°C,5
WeMO,Negativa,Temperatura,Golf del Lleó,Hivern,1991-2000,-0.0255,°C,13
WeMO,Negativa,Temperatura,Golf del Lleó,Hivern,2001-2010,-0.6399,°C,9
WeMO,Negativa,Temperatura,Golf del Lleó,Hivern,2011-2020,1.1346,°C,6
WeMO,Negativa,Temperatura,Golf del Lleó,Primavera,Tots,0.4839,°C,48
WeMO,Negativa,Temperatura,Golf del Lleó,Primavera,1981-1990,0.1665,°C,7
WeMO,Negativa,Temperatura,Golf del Lleó,Primavera,1991-2000,0.1224,°C,8
WeMO,Negativa,Temperatura,Golf del Lleó,Primavera,2001-2010,0.4584,°C,16
WeMO,Negativa,Temperatura,Golf del Lleó,Primavera,2011-2020,0.8088,°C,17
WeMO,Negativa,Temperatura,Golf del Lleó,Estiu,Tots,0.4763,°C,43
WeMO,Negativa,Temperatura,Golf del Lleó,Estiu,1981-1990,-0.5784,°C,12
WeMO,Negativa,Temperatura,Golf del Lleó,Estiu,1991-2000,-0.1178,°C,4
WeMO,Negativa,Temperatura,Golf del Lleó,Estiu,2001-2010,1.1206,°C,9
WeMO,Negativa,Temperatura,Golf del Lleó,Estiu,2011-2020,0.9893,°C,18
WeMO,Negativa,Temperatura,Golf del Lleó,Tardor,Tots,0.5475,°C,46
WeMO,Negativa,Temperatura,Golf del Lleó,Tardor,1981-1990,0.6845,°C,11
WeMO,Negativa,Temperatura,Golf del Lleó,Tardor,1991-2000,-0.0099,°C,5
WeMO,Negativa,Temperatura,Golf del Lleó,Tardor,2001-2010,-0.0031,°C,12
WeMO,Negativa,Temperatura,Golf del Lleó,Tardor,2011-2020,0.9857,°C,18
WeMO,Negativa,Temperatura,Mediterrani central occidental,Hivern,Tots,0.1386,°C,33
WeMO,Negativa,Temperatura,Mediterrani central occidental,Hivern,1981-1990,0.5611,°C,5
WeMO,Negativa,Temperatura,Mediterrani central occidental,Hivern,1991-2000,-0.0124,°C,13
WeMO,Negativa,Temperatura,Mediterrani central occidental,Hivern,2001-2010,-0.3032,°C,9
WeMO,Negativa,Temperatura,Mediterrani central occidental,Hivern,2011-2020,0.7762,°C,6
WeMO,Negativa,Temperatura,Mediterrani central occidental,Primavera,Tots,0.2417,°C,48
WeMO,Negativa,Temperatura,Mediterrani central occidental,Primavera,1981-1990,-0.1321,°C,7
WeMO,Negativa,Temperatura,Mediterrani central occidental,Primavera,1991-2000,-0.0059,°C,8
WeMO,Negativa,Temperatura,Mediterrani central occidental,Primavera,2001-2010,0.2161,°C,16
WeMO,Negativa,Temperatura,Mediterrani central occidental,Primavera,2011-2020,0.5362,°C,17
WeMO,Negativa,Temperatura,Mediterrani central occidental,Estiu,Tots,0.2415,°C,43
WeMO,Negativa,Temperatura,Mediterrani central occidental,Estiu,1981-1990,-0.6028,°C,12
WeMO,Negativa,Temperatura,Mediterrani central occidental,Estiu,1991-2000,-0.7344,°C,4
WeMO,Negativa,Temperatura,Mediterrani central occidental,Estiu,2001-2010,0.669,°C,9
WeMO,Negativa,Temperatura,Mediterrani central occidental,Estiu,2011-2020,0.8076,°C,18
WeMO,Negativa,Temperatura,Mediterrani central occidental,Tardor,Tots,0.4157,°C,46
WeMO,Negativa,Temperatura,Mediterrani central occidental,Tardor,1981-1990,0.3424,°C,11
WeMO,Negativa,Temperatura,Mediterrani central occidental,Tardor,1991-2000,-0.1107,°C,5
WeMO,Negativa,Temperatura,Mediterrani central occidental,Tardor,2001-2010,-0.0041,°C,12
WeMO,Negativa,Temperatura,Mediterrani central occidental,Tardor,2011-2020,0.8865,°C,18
WeMO,Negativa,Humitat del sòl,Llevant Ibèric,Hivern,Tots,0.0211,m3/m3,33
WeMO,Negativa,Humitat del sòl,Llevant Ibèric,Hivern,1981-1990,0.04,m3/m3,5
WeMO,Negativa,Humitat del sòl,Llevant Ibèric,Hivern,1991-2000,0.0223,m3/m3,13
WeMO,Negativa,Humitat del sòl,Llevant Ibèric,Hivern,2001-2010,0.0077,m3/m3,9
WeMO,Negativa,Humitat del sòl,Llevant Ibèric,Hivern,2011-2020,0.023,m3/m3,6
WeMO,Negativa,Humitat del sòl,Llevant Ibèric,Primavera,Tots,0.0159,m3/m3,48
WeMO,Negativa,Humitat del sòl,Llevant Ibèric,Primavera,1981-1990,0.0105,m3/m3,7
WeMO,Negativa,Humitat del sòl,Llevant Ibèric,Primavera,1991-2000,0.0374,m3/m3,8
WeMO,Negativa,Humitat del sòl,Llevant Ibèric,Primavera,2001-2010,0.012,m3/m3,16
WeMO,Negativa,Humitat del sòl,Llevant Ibèric,Primavera,2011-2020,0.0117,m3/m3,17
WeMO,Negativa,Humitat del sòl,Llevant Ibèric,Estiu,Tots,-0.0003,m3/m3,43
WeMO,Negativa,Humitat del sòl,Llevant Ibèric,Estiu,1981-1990,0.0052,m3/m3,12
WeMO,Negativa,Humitat del sòl,Llevant Ibèric,Estiu,1991-2000,0.0026,m3/m3,4
WeMO,Negativa,Humitat del sòl,Llevant Ibèric,Estiu,2001-2010,-0.0,m3/m3,9
WeMO,Negativa,Humitat del sòl,Llevant Ibèric,Estiu,2011-2020,-0.0048,m3/m3,18
WeMO,Negativa,Humitat del sòl,Llevant Ibèric,Tardor,Tots,0.0195,m3/m3,46
WeMO,Negativa,Humitat del sòl,Llevant Ibèric,Tardor,1981-1990,0.0279,m3/m3,11
WeMO,Negativa,Humitat del sòl,Llevant Ibèric,Tardor,1991-2000,0.0116,m3/m3,5
WeMO,Negativa,Humitat del sòl,Llevant Ibèric,Tardor,2001-2010,0.015,m3/m3,12
WeMO,Negativa,Humitat del sòl,Llevant Ibèric,Tardor,2011-2020,0.0195,m3/m3,18
WeMO,Negativa,Humitat del sòl,Catalunya-Balears,Hivern,Tots,0.0054,m3/m3,33
WeMO,Negativa,Humitat del sòl,Catalunya-Balears,Hivern,1981-1990,0.004,m3/m3,5
WeMO,Negativa,Humitat del sòl,Catalunya-Balears,Hivern,1991-2000,0.016,m3/m3,13
WeMO,Negativa,Humitat del sòl,Catalunya-Balears,Hivern,2001-2010,-0.0039,m3/m3,9
WeMO,Negativa,Humitat del sòl,Catalunya-Balears,Hivern,2011-2020,-0.0025,m3/m3,6
WeMO,Negativa,Humitat del sòl,Catalunya-Balears,Primavera,Tots,0.0038,m3/m3,48
WeMO,Negativa,Humitat del sòl,Catalunya-Balears,Primavera,1981-1990,0.0112,m3/m3,7
WeMO,Negativa,Humitat del sòl,Catalunya-Balears,Primavera,1991-2000,0.0074,m3/m3,8
WeMO,Negativa,Humitat del sòl,Catalunya-Balears,Primavera,2001-2010,-0.001,m3/m3,16
WeMO,Negativa,Humitat del sòl,Catalunya-Balears,Primavera,2011-2020,0.0037,m3/m3,17
WeMO,Negativa,Humitat del sòl,Catalunya-Balears,Estiu,Tots,-0.0021,m3/m3,43
WeMO,Negativa,Humitat del sòl,Catalunya-Balears,Estiu,1981-1990,0.0108,m3/m3,12
WeMO,Negativa,Humitat del sòl,Catalunya-Balears,Estiu,1991-2000,0.0082,m3/m3,4
WeMO,Negativa,Humitat del sòl,Catalunya-Balears,Estiu,2001-2010,-0.0127,m3/m3,9
WeMO,Negativa,Humitat del sòl,Catalunya-Balears,Estiu,2011-2020,-0.0078,m3/m3,18
WeMO,Negativa,Humitat del sòl,Catalunya-Balears,Tardor,Tots,0.0037,m3/m3,46
WeMO,Negativa,Humitat del sòl,Catalunya-Balears,Tardor,1981-1990,-0.0052,m3/m3,11
WeMO,Negativa,Humitat del sòl,Catalunya-Balears,Tardor,1991-2000,0.0121,m3/m3,5
WeMO,Negativa,Humitat del sòl,Catalunya-Balears,Tardor,2001-2010,-0.0007,m3/m3,12
WeMO,Negativa,Humitat del sòl,Catalunya-Balears,Tardor,2011-2020,0.0096,m3/m3,18
WeMO,Negativa,Humitat del sòl,Golf del Lleó,Hivern,Tots,-0.0048,m3/m3,33
WeMO,Negativa,Humitat del sòl,Golf del Lleó,Hivern,1981-1990,-0.002,m3/m3,5
WeMO,Negativa,Humitat del sòl,Golf del Lleó,Hivern,1991-2000,-0.0027,m3/m3,13
WeMO,Negativa,Humitat del sòl,Golf del Lleó,Hivern,2001-2010,-0.0074,m3/m3,9
WeMO,Negativa,Humitat del sòl,Golf del Lleó,Hivern,2011-2020,-0.0078,m3/m3,6
WeMO,Negativa,Humitat del sòl,Golf del Lleó,Primavera,Tots,-0.0055,m3/m3,48
WeMO,Negativa,Humitat del sòl,Golf del Lleó,Primavera,1981-1990,0.0005,m3/m3,7
WeMO,Negativa,Humitat del sòl,Golf del Lleó,Primavera,1991-2000,-0.0074,m3/m3,8
WeMO,Negativa,Humitat del sòl,Golf del Lleó,Primavera,2001-2010,-0.0074,m3/m3,16
WeMO,Negativa,Humitat del sòl,Golf del Lleó,Primavera,2011-2020,-0.0053,m3/m3,17
WeMO,Negativa,Humitat del sòl,Golf del Lleó,Estiu,Tots,-0.0089,m3/m3,43
WeMO,Negativa,Humitat del sòl,Golf del Lleó,Estiu,1981-1990,0.0051,m3/m3,12
WeMO,Negativa,Humitat del sòl,Golf del Lleó,Estiu,1991-2000,0.0074,m3/m3,4
WeMO,Negativa,Humitat del sòl,Golf del Lleó,Estiu,2001-2010,-0.0251,m3/m3,9
WeMO,Negativa,Humitat del sòl,Golf del Lleó,Estiu,2011-2020,-0.0138,m3/m3,18
WeMO,Negativa,Humitat del sòl,Golf del Lleó,Tardor,Tots,-0.0084,m3/m3,46
WeMO,Negativa,Humitat del sòl,Golf del Lleó,Tardor,1981-1990,-0.0193,m3/m3,11
WeMO,Negativa,Humitat del sòl,Golf del Lleó,Tardor,1991-2000,0.0086,m3/m3,5
WeMO,Negativa,Humitat del sòl,Golf del Lleó,Tardor,2001-2010,-0.0117,m3/m3,12
WeMO,Negativa,Humitat del sòl,Golf del Lleó,Tardor,2011-2020,-0.0042,m3/m3,18
WeMO,Negativa,Humitat del sòl,Mediterrani central occidental,Hivern,Tots,-0.0035,m3/m3,33
WeMO,Negativa,Humitat del sòl,Mediterrani central occidental,Hivern,1981-1990,-0.016,m3/m3,5
WeMO,Negativa,Humitat del sòl,Mediterrani central occidental,Hivern,1991-2000,-0.0003,m3/m3,13
WeMO,Negativa,Humitat del sòl,Mediterrani central occidental,Hivern,2001-2010,-0.0021,m3/m3,9
WeMO,Negativa,Humitat del sòl,Mediterrani central occidental,Hivern,2011-2020,-0.002,m3/m3,6
WeMO,Negativa,Humitat del sòl,Mediterrani central occidental,Primavera,Tots,-0.0027,m3/m3,48
WeMO,Negativa,Humitat del sòl,Mediterrani central occidental,Primavera,1981-1990,0.0033,m3/m3,7
WeMO,Negativa,Humitat del sòl,Mediterrani central occidental,Primavera,1991-2000,-0.0046,m3/m3,8
WeMO,Negativa,Humitat del sòl,Mediterrani central occidental,Primavera,2001-2010,0.0005,m3/m3,16
WeMO,Negativa,Humitat del sòl,Mediterrani central occidental,Primavera,2011-2020,-0.0074,m3/m3,17
WeMO,Negativa,Humitat del sòl,Mediterrani central occidental,Estiu,Tots,-0.0007,m3/m3,43
WeMO,Negativa,Humitat del sòl,Mediterrani central occidental,Estiu,1981-1990,0.0008,m3/m3,12
WeMO,Negativa,Humitat del sòl,Mediterrani central occidental,Estiu,1991-2000,0.0063,m3/m3,4
WeMO,Negativa,Humitat del sòl,Mediterrani central occidental,Estiu,2001-2010,-0.0034,m3/m3,9
WeMO,Negativa,Humitat del sòl,Mediterrani central occidental,Estiu,2011-2020,-0.0019,m3/m3,18
WeMO,Negativa,Humitat del sòl,Mediterrani central occidental,Tardor,Tots,-0.0083,m3/m3,46
WeMO,Negativa,Humitat del sòl,Mediterrani central occidental,Tardor,1981-1990,-0.0219,m3/m3,11
WeMO,Negativa,Humitat del sòl,Mediterrani central occidental,Tardor,1991-2000,-0.0177,m3/m3,5
WeMO,Negativa,Humitat del sòl,Mediterrani central occidental,Tardor,2001-2010,-0.0072,m3/m3,12
WeMO,Negativa,Humitat del sòl,Mediterrani central occidental,Tardor,2011-2020,0.002,m3/m3,18
WeMO,Negativa,SST,Llevant Ibèric,Hivern,Tots,0.0911,°C,33
WeMO,Negativa,SST,Llevant Ibèric,Hivern,1981-1990,0.0643,°C,5
WeMO,Negativa,SST,Llevant Ibèric,Hivern,1991-2000,-0.0091,°C,13
WeMO,Negativa,SST,Llevant Ibèric,Hivern,2001-2010,0.0594,°C,9
WeMO,Negativa,SST,Llevant Ibèric,Hivern,2011-2020,0.3779,°C,6
WeMO,Negativa,SST,Llevant Ibèric,Primavera,Tots,0.0699,°C,48
WeMO,Negativa,SST,Llevant Ibèric,Primavera,1981-1990,-0.1972,°C,7
WeMO,Negativa,SST,Llevant Ibèric,Primavera,1991-2000,-0.0527,°C,8
WeMO,Negativa,SST,Llevant Ibèric,Primavera,2001-2010,0.0452,°C,16
WeMO,Negativa,SST,Llevant Ibèric,Primavera,2011-2020,0.2609,°C,17
WeMO,Negativa,SST,Llevant Ibèric,Estiu,Tots,0.1574,°C,43
WeMO,Negativa,SST,Llevant Ibèric,Estiu,1981-1990,-0.4971,°C,12
WeMO,Negativa,SST,Llevant Ibèric,Estiu,1991-2000,-0.5261,°C,4
WeMO,Negativa,SST,Llevant Ibèric,Estiu,2001-2010,0.3447,°C,9
WeMO,Negativa,SST,Llevant Ibèric,Estiu,2011-2020,0.6519,°C,18
WeMO,Negativa,SST,Llevant Ibèric,Tardor,Tots,0.2951,°C,46
WeMO,Negativa,SST,Llevant Ibèric,Tardor,1981-1990,0.295,°C,11
WeMO,Negativa,SST,Llevant Ibèric,Tardor,1991-2000,-0.2504,°C,5
WeMO,Negativa,SST,Llevant Ibèric,Tardor,2001-2010,-0.0045,°C,12
WeMO,Negativa,SST,Llevant Ibèric,Tardor,2011-2020,0.6464,°C,18
WeMO,Negativa,SST,Catalunya-Balears,Hivern,Tots,0.0237,°C,33
WeMO,Negativa,SST,Catalunya-Balears,Hivern,1981-1990,0.0504,°C,5
WeMO,Negativa,SST,Catalunya-Balears,Hivern,1991-2000,-0.1104,°C,13
WeMO,Negativa,SST,Catalunya-Balears,Hivern,2001-2010,-0.098,°C,9
WeMO,Negativa,SST,Catalunya-Balears,Hivern,2011-2020,0.4744,°C,6
WeMO,Negativa,SST,Catalunya-Balears,Primavera,Tots,0.1754,°C,48
WeMO,Negativa,SST,Catalunya-Balears,Primavera,1981-1990,-0.1705,°C,7
WeMO,Negativa,SST,Catalunya-Balears,Primavera,1991-2000,0.0631,°C,8
WeMO,Negativa,SST,Catalunya-Balears,Primavera,2001-2010,0.0851,°C,16
WeMO,Negativa,SST,Catalunya-Balears,Primavera,2011-2020,0.4558,°C,17
WeMO,Negativa,SST,Catalunya-Balears,Estiu,Tots,0.176,°C,43
WeMO,Negativa,SST,Catalunya-Balears,Estiu,1981-1990,-0.6153,°C,12
WeMO,Negativa,SST,Catalunya-Balears,Estiu,1991-2000,-0.6033,°C,4
WeMO,Negativa,SST,Catalunya-Balears,Estiu,2001-2010,0.5814,°C,9
WeMO,Negativa,SST,Catalunya-Balears,Estiu,2011-2020,0.6741,°C,18
WeMO,Negativa,SST,Catalunya-Balears,Tardor,Tots,0.2963,°C,46
WeMO,Negativa,SST,Catalunya-Balears,Tardor,1981-1990,0.1561,°C,11
WeMO,Negativa,SST,Catalunya-Balears,Tardor,1991-2000,-0.2608,°C,5
WeMO,Negativa,SST,Catalunya-Balears,Tardor,2001-2010,0.08,°C,12
WeMO,Negativa,SST,Catalunya-Balears,Tardor,2011-2020,0.6808,°C,18
WeMO,Negativa,SST,Golf del Lleó,Hivern,Tots,-0.065,°C,33
WeMO,Negativa,SST,Golf del Lleó,Hivern,1981-1990,-0.1069,°C,5
WeMO,Negativa,SST,Golf del Lleó,Hivern,1991-2000,-0.3275,°C,13
WeMO,Negativa,SST,Golf del Lleó,Hivern,2001-2010,-0.0708,°C,9
WeMO,Negativa,SST,Golf del Lleó,Hivern,2011-2020,0.5474,°C,6
WeMO,Negativa,SST,Golf del Lleó,Primavera,Tots,0.2372,°C,48
WeMO,Negativa,SST,Golf del Lleó,Primavera,1981-1990,-0.1616,°C,7
WeMO,Negativa,SST,Golf del Lleó,Primavera,1991-2000,-0.005,°C,8
WeMO,Negativa,SST,Golf del Lleó,Primavera,2001-2010,0.1861,°C,16
WeMO,Negativa,SST,Golf del Lleó,Primavera,2011-2020,0.5636,°C,17
WeMO,Negativa,SST,Golf del Lleó,Estiu,Tots,0.3517,°C,43
WeMO,Negativa,SST,Golf del Lleó,Estiu,1981-1990,-0.5975,°C,12
WeMO,Negativa,SST,Golf del Lleó,Estiu,1991-2000,-0.5844,°C,4
WeMO,Negativa,SST,Golf del Lleó,Estiu,2001-2010,0.8906,°C,9
