Indicador,Teleconnexió,Fase,Estació,Subregió,Període,Percentatge mesos,N episodis,N mesos
Mes molt càlid,NAO,Neutral,Hivern,Llevant Ibèric,2011-2020,0.0,0,4
Mes molt càlid,NAO,Neutral,Primavera,Llevant Ibèric,Tots,17.86,5,28
Mes molt càlid,NAO,Neutral,Primavera,Llevant Ibèric,1981-1990,14.29,1,7
Mes molt càlid,NAO,Neutral,Primavera,Llevant Ibèric,1991-2000,0.0,0,6
Mes molt càlid,NAO,Neutral,Primavera,Llevant Ibèric,2001-2010,25.0,2,8
Mes molt càlid,NAO,Neutral,Primavera,Llevant Ibèric,2011-2020,28.57,2,7
Mes molt càlid,NAO,Neutral,Estiu,Llevant Ibèric,Tots,21.05,4,19
Mes molt càlid,NAO,Neutral,Estiu,Llevant Ibèric,1981-1990,0.0,0,2
Mes molt càlid,NAO,Neutral,Estiu,Llevant Ibèric,1991-2000,20.0,1,5
Mes molt càlid,NAO,Neutral,Estiu,Llevant Ibèric,2001-2010,14.29,1,7
Mes molt càlid,NAO,Neutral,Estiu,Llevant Ibèric,2011-2020,40.0,2,5
Mes molt càlid,NAO,Neutral,Tardor,Llevant Ibèric,Tots,13.64,3,22
Mes molt càlid,NAO,Neutral,Tardor,Llevant Ibèric,1981-1990,0.0,0,4
Mes molt càlid,NAO,Neutral,Tardor,Llevant Ibèric,1991-2000,0.0,0,4
Mes molt càlid,NAO,Neutral,Tardor,Llevant Ibèric,2001-2010,0.0,0,7
Mes molt càlid,NAO,Neutral,Tardor,Llevant Ibèric,2011-2020,42.86,3,7
Mes molt càlid,NAO,Neutral,Hivern,Catalunya-Balears,Tots,4.35,1,23
Mes molt càlid,NAO,Neutral,Hivern,Catalunya-Balears,1981-1990,0.0,0,5
Mes molt càlid,NAO,Neutral,Hivern,Catalunya-Balears,1991-2000,0.0,0,8
Mes molt càlid,NAO,Neutral,Hivern,Catalunya-Balears,2001-2010,16.67,1,6
Mes molt càlid,NAO,Neutral,Hivern,Catalunya-Balears,2011-2020,0.0,0,4
Mes molt càlid,NAO,Neutral,Primavera,Catalunya-Balears,Tots,14.29,4,28
Mes molt càlid,NAO,Neutral,Primavera,Catalunya-Balears,1981-1990,0.0,0,7
Mes molt càlid,NAO,Neutral,Primavera,Catalunya-Balears,1991-2000,16.67,1,6
Mes molt càlid,NAO,Neutral,Primavera,Catalunya-Balears,2001-2010,12.5,1,8
Mes molt càlid,NAO,Neutral,Primavera,Catalunya-Balears,2011-2020,28.57,2,7
Mes molt càlid,NAO,Neutral,Estiu,Catalunya-Balears,Tots,21.05,4,19
Mes molt càlid,NAO,Neutral,Estiu,Catalunya-Balears,1981-1990,0.0,0,2
Mes molt càlid,NAO,Neutral,Estiu,Catalunya-Balears,1991-2000,20.0,1,5
Mes molt càlid,NAO,Neutral,Estiu,Catalunya-Balears,2001-2010,14.29,1,7
Mes molt càlid,NAO,Neutral,Estiu,Catalunya-Balears,2011-2020,40.0,2,5
Mes molt càlid,NAO,Neutral,Tardor,Catalunya-Balears,Tots,13.64,3,22
Mes molt càlid,NAO,Neutral,Tardor,Catalunya-Balears,1981-1990,0.0,0,4
Mes molt càlid,NAO,Neutral,Tardor,Catalunya-Balears,1991-2000,0.0,0,4
Mes molt càlid,NAO,Neutral,Tardor,Catalunya-Balears,2001-2010,0.0,0,7
Mes molt càlid,NAO,Neutral,Tardor,Catalunya-Balears,2011-2020,42.86,3,7
Mes molt càlid,NAO,Neutral,Hivern,Golf del Lleó,Tots,8.7,2,23
Mes molt càlid,NAO,Neutral,Hivern,Golf del Lleó,1981-1990,0.0,0,5
Mes molt càlid,NAO,Neutral,Hivern,Golf del Lleó,1991-2000,0.0,0,8
Mes molt càlid,NAO,Neutral,Hivern,Golf del Lleó,2001-2010,33.33,2,6
Mes molt càlid,NAO,Neutral,Hivern,Golf del Lleó,2011-2020,0.0,0,4
Mes molt càlid,NAO,Neutral,Primavera,Golf del Lleó,Tots,17.86,5,28
Mes molt càlid,NAO,Neutral,Primavera,Golf del Lleó,1981-1990,14.29,1,7
Mes molt càlid,NAO,Neutral,Primavera,Golf del Lleó,1991-2000,16.67,1,6
Mes molt càlid,NAO,Neutral,Primavera,Golf del Lleó,2001-2010,25.0,2,8
Mes molt càlid,NAO,Neutral,Primavera,Golf del Lleó,2011-2020,14.29,1,7
Mes molt càlid,NAO,Neutral,Estiu,Golf del Lleó,Tots,36.84,7,19
Mes molt càlid,NAO,Neutral,Estiu,Golf del Lleó,1981-1990,0.0,0,2
Mes molt càlid,NAO,Neutral,Estiu,Golf del Lleó,1991-2000,20.0,1,5
Mes molt càlid,NAO,Neutral,Estiu,Golf del Lleó,2001-2010,42.86,3,7
Mes molt càlid,NAO,Neutral,Estiu,Golf del Lleó,2011-2020,60.0,3,5
Mes molt càlid,NAO,Neutral,Tardor,Golf del Lleó,Tots,31.82,7,22
Mes molt càlid,NAO,Neutral,Tardor,Golf del Lleó,1981-1990,25.0,1,4
Mes molt càlid,NAO,Neutral,Tardor,Golf del Lleó,1991-2000,0.0,0,4
Mes molt càlid,NAO,Neutral,Tardor,Golf del Lleó,2001-2010,28.57,2,7
Mes molt càlid,NAO,Neutral,Tardor,Golf del Lleó,2011-2020,57.14,4,7
Mes molt càlid,NAO,Neutral,Hivern,Mediterrani central occidental,Tots,4.35,1,23
Mes molt càlid,NAO,Neutral,Hivern,Mediterrani central occidental,1981-1990,0.0,0,5
Mes molt càlid,NAO,Neutral,Hivern,Mediterrani central occidental,1991-2000,0.0,0,8
Mes molt càlid,NAO,Neutral,Hivern,Mediterrani central occidental,2001-2010,16.67,1,6
Mes molt càlid,NAO,Neutral,Hivern,Mediterrani central occidental,2011-2020,0.0,0,4
Mes molt càlid,NAO,Neutral,Primavera,Mediterrani central occidental,Tots,14.29,4,28
Mes molt càlid,NAO,Neutral,Primavera,Mediterrani central occidental,1981-1990,0.0,0,7
Mes molt càlid,NAO,Neutral,Primavera,Mediterrani central occidental,1991-2000,16.67,1,6
Mes molt càlid,NAO,Neutral,Primavera,Mediterrani central occidental,2001-2010,12.5,1,8
Mes molt càlid,NAO,Neutral,Primavera,Mediterrani central occidental,2011-2020,28.57,2,7
Mes molt càlid,NAO,Neutral,Estiu,Mediterrani central occidental,Tots,21.05,4,19
Mes molt càlid,NAO,Neutral,Estiu,Mediterrani central occidental,1981-1990,0.0,0,2
Mes molt càlid,NAO,Neutral,Estiu,Mediterrani central occidental,1991-2000,0.0,0,5
Mes molt càlid,NAO,Neutral,Estiu,Mediterrani central occidental,2001-2010,14.29,1,7
Mes molt càlid,NAO,Neutral,Estiu,Mediterrani central occidental,2011-2020,60.0,3,5
Mes molt càlid,NAO,Neutral,Tardor,Mediterrani central occidental,Tots,18.18,4,22
Mes molt càlid,NAO,Neutral,Tardor,Mediterrani central occidental,1981-1990,0.0,0,4
Mes molt càlid,NAO,Neutral,Tardor,Mediterrani central occidental,1991-2000,0.0,0,4
Mes molt càlid,NAO,Neutral,Tardor,Mediterrani central occidental,2001-2010,0.0,0,7
Mes molt càlid,NAO,Neutral,Tardor,Mediterrani central occidental,2011-2020,57.14,4,7
Mes molt fred,NAO,Neutral,Hivern,Llevant Ibèric,Tots,26.09,6,23
Mes molt fred,NAO,Neutral,Hivern,Llevant Ibèric,1981-1990,20.0,1,5
Mes molt fred,NAO,Neutral,Hivern,Llevant Ibèric,1991-2000,37.5,3,8
Mes molt fred,NAO,Neutral,Hivern,Llevant Ibèric,2001-2010,16.67,1,6
Mes molt fred,NAO,Neutral,Hivern,Llevant Ibèric,2011-2020,25.0,1,4
Mes molt fred,NAO,Neutral,Primavera,Llevant Ibèric,Tots,14.29,4,28
Mes molt fred,NAO,Neutral,Primavera,Llevant Ibèric,1981-1990,42.86,3,7
Mes molt fred,NAO,Neutral,Primavera,Llevant Ibèric,1991-2000,16.67,1,6
Mes molt fred,NAO,Neutral,Primavera,Llevant Ibèric,2001-2010,0.0,0,8
Mes molt fred,NAO,Neutral,Primavera,Llevant Ibèric,2011-2020,0.0,0,7
Mes molt fred,NAO,Neutral,Estiu,Llevant Ibèric,Tots,5.26,1,19
Mes molt fred,NAO,Neutral,Estiu,Llevant Ibèric,1981-1990,50.0,1,2
Mes molt fred,NAO,Neutral,Estiu,Llevant Ibèric,1991-2000,0.0,0,5
Mes molt fred,NAO,Neutral,Estiu,Llevant Ibèric,2001-2010,0.0,0,7
Mes molt fred,NAO,Neutral,Estiu,Llevant Ibèric,2011-2020,0.0,0,5
Mes molt fred,NAO,Neutral,Tardor,Llevant Ibèric,Tots,18.18,4,22
Mes molt fred,NAO,Neutral,Tardor,Llevant Ibèric,1981-1990,25.0,1,4
Mes molt fred,NAO,Neutral,Tardor,Llevant Ibèric,1991-2000,50.0,2,4
Mes molt fred,NAO,Neutral,Tardor,Llevant Ibèric,2001-2010,14.29,1,7
Mes molt fred,NAO,Neutral,Tardor,Llevant Ibèric,2011-2020,0.0,0,7
Mes molt fred,NAO,Neutral,Hivern,Catalunya-Balears,Tots,17.39,4,23
Mes molt fred,NAO,Neutral,Hivern,Catalunya-Balears,1981-1990,20.0,1,5
Mes molt fred,NAO,Neutral,Hivern,Catalunya-Balears,1991-2000,12.5,1,8
Mes molt fred,NAO,Neutral,Hivern,Catalunya-Balears,2001-2010,0.0,0,6
Mes molt fred,NAO,Neutral,Hivern,Catalunya-Balears,2011-2020,50.0,2,4
Mes molt fred,NAO,Neutral,Primavera,Catalunya-Balears,Tots,10.71,3,28
Mes molt fred,NAO,Neutral,Primavera,Catalunya-Balears,1981-1990,28.57,2,7
Mes molt fred,NAO,Neutral,Primavera,Catalunya-Balears,1991-2000,16.67,1,6
Mes molt fred,NAO,Neutral,Primavera,Catalunya-Balears,2001-2010,0.0,0,8
Mes molt fred,NAO,Neutral,Primavera,Catalunya-Balears,2011-2020,0.0,0,7
Mes molt fred,NAO,Neutral,Estiu,Catalunya-Balears,Tots,10.53,2,19
Mes molt fred,NAO,Neutral,Estiu,Catalunya-Balears,1981-1990,50.0,1,2
Mes molt fred,NAO,Neutral,Estiu,Catalunya-Balears,1991-2000,20.0,1,5
Mes molt fred,NAO,Neutral,Estiu,Catalunya-Balears,2001-2010,0.0,0,7
Mes molt fred,NAO,Neutral,Estiu,Catalunya-Balears,2011-2020,0.0,0,5
Mes molt fred,NAO,Neutral,Tardor,Catalunya-Balears,Tots,13.64,3,22
Mes molt fred,NAO,Neutral,Tardor,Catalunya-Balears,1981-1990,0.0,0,4
Mes molt fred,NAO,Neutral,Tardor,Catalunya-Balears,1991-2000,50.0,2,4
Mes molt fred,NAO,Neutral,Tardor,Catalunya-Balears,2001-2010,14.29,1,7
Mes molt fred,NAO,Neutral,Tardor,Catalunya-Balears,2011-2020,0.0,0,7
Mes molt fred,NAO,Neutral,Hivern,Golf del Lleó,Tots,34.78,8,23
Mes molt fred,NAO,Neutral,Hivern,Golf del Lleó,1981-1990,20.0,1,5
Mes molt fred,NAO,Neutral,Hivern,Golf del Lleó,1991-2000,37.5,3,8
Mes molt fred,NAO,Neutral,Hivern,Golf del Lleó,2001-2010,16.67,1,6
Mes molt fred,NAO,Neutral,Hivern,Golf del Lleó,2011-2020,75.0,3,4
Mes molt fred,NAO,Neutral,Primavera,Golf del Lleó,Tots,25.0,7,28
Mes molt fred,NAO,Neutral,Primavera,Golf del Lleó,1981-1990,71.43,5,7
Mes molt fred,NAO,Neutral,Primavera,Golf del Lleó,1991-2000,33.33,2,6
Mes molt fred,NAO,Neutral,Primavera,Golf del Lleó,2001-2010,0.0,0,8
Mes molt fred,NAO,Neutral,Primavera,Golf del Lleó,2011-2020,0.0,0,7
Mes molt fred,NAO,Neutral,Estiu,Golf del Lleó,Tots,15.79,3,19
Mes molt fred,NAO,Neutral,Estiu,Golf del Lleó,1981-1990,50.0,1,2
Mes molt fred,NAO,Neutral,Estiu,Golf del Lleó,1991-2000,40.0,2,5
Mes molt fred,NAO,Neutral,Estiu,Golf del Lleó,2001-2010,0.0,0,7
Mes molt fred,NAO,Neutral,Estiu,Golf del Lleó,2011-2020,0.0,0,5
Mes molt fred,NAO,Neutral,Tardor,Golf del Lleó,Tots,27.27,6,22
Mes molt fred,NAO,Neutral,Tardor,Golf del Lleó,1981-1990,25.0,1,4
Mes molt fred,NAO,Neutral,Tardor,Golf del Lleó,1991-2000,50.0,2,4
Mes molt fred,NAO,Neutral,Tardor,Golf del Lleó,2001-2010,14.29,1,7
Mes molt fred,NAO,Neutral,Tardor,Golf del Lleó,2011-2020,28.57,2,7
Mes molt fred,NAO,Neutral,Hivern,Mediterrani central occidental,Tots,8.7,2,23
Mes molt fred,NAO,Neutral,Hivern,Mediterrani central occidental,1981-1990,20.0,1,5
Mes molt fred,NAO,Neutral,Hivern,Mediterrani central occidental,1991-2000,0.0,0,8
Mes molt fred,NAO,Neutral,Hivern,Mediterrani central occidental,2001-2010,0.0,0,6
Mes molt fred,NAO,Neutral,Hivern,Mediterrani central occidental,2011-2020,25.0,1,4
Mes molt fred,NAO,Neutral,Primavera,Mediterrani central occidental,Tots,10.71,3,28
Mes molt fred,NAO,Neutral,Primavera,Mediterrani central occidental,1981-1990,28.57,2,7
Mes molt fred,NAO,Neutral,Primavera,Mediterrani central occidental,1991-2000,16.67,1,6
Mes molt fred,NAO,Neutral,Primavera,Mediterrani central occidental,2001-2010,0.0,0,8
Mes molt fred,NAO,Neutral,Primavera,Mediterrani central occidental,2011-2020,0.0,0,7
Mes molt fred,NAO,Neutral,Estiu,Mediterrani central occidental,Tots,10.53,2,19
Mes molt fred,NAO,Neutral,Estiu,Mediterrani central occidental,1981-1990,50.0,1,2
Mes molt fred,NAO,Neutral,Estiu,Mediterrani central occidental,1991-2000,20.0,1,5
Mes molt fred,NAO,Neutral,Estiu,Mediterrani central occidental,2001-2010,0.0,0,7
Mes molt fred,NAO,Neutral,Estiu,Mediterrani central occidental,2011-2020,0.0,0,5
Mes molt fred,NAO,Neutral,Tardor,Mediterrani central occidental,Tots,4.55,1,22
Mes molt fred,NAO,Neutral,Tardor,Mediterrani central occidental,1981-1990,0.0,0,4
Mes molt fred,NAO,Neutral,Tardor,Mediterrani central occidental,1991-2000,25.0,1,4
Mes molt fred,NAO,Neutral,Tardor,Mediterrani central occidental,2001-2010,0.0,0,7
Mes molt fred,NAO,Neutral,Tardor,Mediterrani central occidental,2011-2020,0.0,0,7
Mes molt sec,NAO,Neutral,Hivern,Llevant Ibèric,Tots,4.35,1,23
Mes molt sec,NAO,Neutral,Hivern,Llevant Ibèric,1981-1990,0.0,0,5
Mes molt sec,NAO,Neutral,Hivern,Llevant Ibèric,1991-2000,0.0,0,8
Mes molt sec,NAO,Neutral,Hivern,Llevant Ibèric,2001-2010,16.67,1,6
Mes molt sec,NAO,Neutral,Hivern,Llevant Ibèric,2011-2020,0.0,0,4
Mes molt sec,NAO,Neutral,Primavera,Llevant Ibèric,Tots,0.0,0,28
Mes molt sec,NAO,Neutral,Primavera,Llevant Ibèric,1981-1990,0.0,0,7
Mes molt sec,NAO,Neutral,Primavera,Llevant Ibèric,1991-2000,0.0,0,6
Mes molt sec,NAO,Neutral,Primavera,Llevant Ibèric,2001-2010,0.0,0,8
Mes molt sec,NAO,Neutral,Primavera,Llevant Ibèric,2011-2020,0.0,0,7
Mes molt sec,NAO,Neutral,Estiu,Llevant Ibèric,Tots,0.0,0,19
Mes molt sec,NAO,Neutral,Estiu,Llevant Ibèric,1981-1990,0.0,0,2
Mes molt sec,NAO,Neutral,Estiu,Llevant Ibèric,1991-2000,0.0,0,5
Mes molt sec,NAO,Neutral,Estiu,Llevant Ibèric,2001-2010,0.0,0,7
Mes molt sec,NAO,Neutral,Estiu,Llevant Ibèric,2011-2020,0.0,0,5
Mes molt sec,NAO,Neutral,Tardor,Llevant Ibèric,Tots,4.55,1,22
Mes molt sec,NAO,Neutral,Tardor,Llevant Ibèric,1981-1990,0.0,0,4
Mes molt sec,NAO,Neutral,Tardor,Llevant Ibèric,1991-2000,0.0,0,4
Mes molt sec,NAO,Neutral,Tardor,Llevant Ibèric,2001-2010,0.0,0,7
Mes molt sec,NAO,Neutral,Tardor,Llevant Ibèric,2011-2020,14.29,1,7
Mes molt sec,NAO,Neutral,Hivern,Catalunya-Balears,Tots,0.0,0,23
Mes molt sec,NAO,Neutral,Hivern,Catalunya-Balears,1981-1990,0.0,0,5
Mes molt sec,NAO,Neutral,Hivern,Catalunya-Balears,1991-2000,0.0,0,8
Mes molt sec,NAO,Neutral,Hivern,Catalunya-Balears,2001-2010,0.0,0,6
Mes molt sec,NAO,Neutral,Hivern,Catalunya-Balears,2011-2020,0.0,0,4
Mes molt sec,NAO,Neutral,Primavera,Catalunya-Balears,Tots,0.0,0,28
Mes molt sec,NAO,Neutral,Primavera,Catalunya-Balears,1981-1990,0.0,0,7
Mes molt sec,NAO,Neutral,Primavera,Catalunya-Balears,1991-2000,0.0,0,6
Mes molt sec,NAO,Neutral,Primavera,Catalunya-Balears,2001-2010,0.0,0,8
Mes molt sec,NAO,Neutral,Primavera,Catalunya-Balears,2011-2020,0.0,0,7
Mes molt sec,NAO,Neutral,Estiu,Catalunya-Balears,Tots,0.0,0,19
Mes molt sec,NAO,Neutral,Estiu,Catalunya-Balears,1981-1990,0.0,0,2
Mes molt sec,NAO,Neutral,Estiu,Catalunya-Balears,1991-2000,0.0,0,5
Mes molt sec,NAO,Neutral,Estiu,Catalunya-Balears,2001-2010,0.0,0,7
Mes molt sec,NAO,Neutral,Estiu,Catalunya-Balears,2011-2020,0.0,0,5
Mes molt sec,NAO,Neutral,Tardor,Catalunya-Balears,Tots,9.09,2,22
Mes molt sec,NAO,Neutral,Tardor,Catalunya-Balears,1981-1990,0.0,0,4
Mes molt sec,NAO,Neutral,Tardor,Catalunya-Balears,1991-2000,0.0,0,4
Mes molt sec,NAO,Neutral,Tardor,Catalunya-Balears,2001-2010,0.0,0,7
Mes molt sec,NAO,Neutral,Tardor,Catalunya-Balears,2011-2020,28.57,2,7
Mes molt sec,NAO,Neutral,Hivern,Golf del Lleó,Tots,13.04,3,23
Mes molt sec,NAO,Neutral,Hivern,Golf del Lleó,1981-1990,0.0,0,5
Mes molt sec,NAO,Neutral,Hivern,Golf del Lleó,1991-2000,25.0,2,8
Mes molt sec,NAO,Neutral,Hivern,Golf del Lleó,2001-2010,0.0,0,6
Mes molt sec,NAO,Neutral,Hivern,Golf del Lleó,2011-2020,25.0,1,4
Mes molt sec,NAO,Neutral,Primavera,Golf del Lleó,Tots,14.29,4,28
Mes molt sec,NAO,Neutral,Primavera,Golf del Lleó,1981-1990,14.29,1,7
Mes molt sec,NAO,Neutral,Primavera,Golf del Lleó,1991-2000,0.0,0,6
Mes molt sec,NAO,Neutral,Primavera,Golf del Lleó,2001-2010,37.5,3,8
Mes molt sec,NAO,Neutral,Primavera,Golf del Lleó,2011-2020,0.0,0,7
Mes molt sec,NAO,Neutral,Estiu,Golf del Lleó,Tots,10.53,2,19
Mes molt sec,NAO,Neutral,Estiu,Golf del Lleó,1981-1990,0.0,0,2
Mes molt sec,NAO,Neutral,Estiu,Golf del Lleó,1991-2000,0.0,0,5
Mes molt sec,NAO,Neutral,Estiu,Golf del Lleó,2001-2010,28.57,2,7
Mes molt sec,NAO,Neutral,Estiu,Golf del Lleó,2011-2020,0.0,0,5
Mes molt sec,NAO,Neutral,Tardor,Golf del Lleó,Tots,27.27,6,22
Mes molt sec,NAO,Neutral,Tardor,Golf del Lleó,1981-1990,50.0,2,4
Mes molt sec,NAO,Neutral,Tardor,Golf del Lleó,1991-2000,0.0,0,4
Mes molt sec,NAO,Neutral,Tardor,Golf del Lleó,2001-2010,28.57,2,7
Mes molt sec,NAO,Neutral,Tardor,Golf del Lleó,2011-2020,28.57,2,7
Mes molt sec,NAO,Neutral,Hivern,Mediterrani central occidental,Tots,4.35,1,23
Mes molt sec,NAO,Neutral,Hivern,Mediterrani central occidental,1981-1990,20.0,1,5
Mes molt sec,NAO,Neutral,Hivern,Mediterrani central occidental,1991-2000,0.0,0,8
Mes molt sec,NAO,Neutral,Hivern,Mediterrani central occidental,2001-2010,0.0,0,6
Mes molt sec,NAO,Neutral,Hivern,Mediterrani central occidental,2011-2020,0.0,0,4
Mes molt sec,NAO,Neutral,Primavera,Mediterrani central occidental,Tots,3.57,1,28
Mes molt sec,NAO,Neutral,Primavera,Mediterrani central occidental,1981-1990,14.29,1,7
Mes molt sec,NAO,Neutral,Primavera,Mediterrani central occidental,1991-2000,0.0,0,6
Mes molt sec,NAO,Neutral,Primavera,Mediterrani central occidental,2001-2010,0.0,0,8
Mes molt sec,NAO,Neutral,Primavera,Mediterrani central occidental,2011-2020,0.0,0,7
Mes molt sec,NAO,Neutral,Estiu,Mediterrani central occidental,Tots,0.0,0,19
Mes molt sec,NAO,Neutral,Estiu,Mediterrani central occidental,1981-1990,0.0,0,2
Mes molt sec,NAO,Neutral,Estiu,Mediterrani central occidental,1991-2000,0.0,0,5
Mes molt sec,NAO,Neutral,Estiu,Mediterrani central occidental,2001-2010,0.0,0,7
Mes molt sec,NAO,Neutral,Estiu,Mediterrani central occidental,2011-2020,0.0,0,5
Mes molt sec,NAO,Neutral,Tardor,Mediterrani central occidental,Tots,9.09,2,22
Mes molt sec,NAO,Neutral,Tardor,Mediterrani central occidental,1981-1990,0.0,0,4
Mes molt sec,NAO,Neutral,Tardor,Mediterrani central occidental,1991-2000,0.0,0,4
Mes molt sec,NAO,Neutral,Tardor,Mediterrani central occidental,2001-2010,0.0,0,7
Mes molt sec,NAO,Neutral,Tardor,Mediterrani central occidental,2011-2020,28.57,2,7
Mes molt humit,NAO,Neutral,Hivern,Llevant Ibèric,Tots,17.39,4,23
Mes molt humit,NAO,Neutral,Hivern,Llevant Ibèric,1981-1990,0.0,0,5
Mes molt humit,NAO,Neutral,Hivern,Llevant Ibèric,1991-2000,25.0,2,8
Mes molt humit,NAO,Neutral,Hivern,Llevant Ibèric,2001-2010,16.67,1,6
Mes molt humit,NAO,Neutral,Hivern,Llevant Ibèric,2011-2020,25.0,1,4
Mes molt humit,NAO,Neutral,Primavera,Llevant Ibèric,Tots,10.71,3,28
Mes molt humit,NAO,Neutral,Primavera,Llevant Ibèric,1981-1990,0.0,0,7
Mes molt humit,NAO,Neutral,Primavera,Llevant Ibèric,1991-2000,0.0,0,6
Mes molt humit,NAO,Neutral,Primavera,Llevant Ibèric,2001-2010,25.0,2,8
Mes molt humit,NAO,Neutral,Primavera,Llevant Ibèric,2011-2020,14.29,1,7
Mes molt humit,NAO,Neutral,Estiu,Llevant Ibèric,Tots,0.0,0,19
Mes molt humit,NAO,Neutral,Estiu,Llevant Ibèric,1981-1990,0.0,0,2
Mes molt humit,NAO,Neutral,Estiu,Llevant Ibèric,1991-2000,0.0,0,5
Mes molt humit,NAO,Neutral,Estiu,Llevant Ibèric,2001-2010,0.0,0,7
Mes molt humit,NAO,Neutral,Estiu,Llevant Ibèric,2011-2020,0.0,0,5
Mes molt humit,NAO,Neutral,Tardor,Llevant Ibèric,Tots,22.73,5,22
Mes molt humit,NAO,Neutral,Tardor,Llevant Ibèric,1981-1990,25.0,1,4
Mes molt humit,NAO,Neutral,Tardor,Llevant Ibèric,1991-2000,0.0,0,4
Mes molt humit,NAO,Neutral,Tardor,Llevant Ibèric,2001-2010,42.86,3,7
Mes molt humit,NAO,Neutral,Tardor,Llevant Ibèric,2011-2020,14.29,1,7
Mes molt humit,NAO,Neutral,Hivern,Catalunya-Balears,Tots,13.04,3,23
Mes molt humit,NAO,Neutral,Hivern,Catalunya-Balears,1981-1990,0.0,0,5
Mes molt humit,NAO,Neutral,Hivern,Catalunya-Balears,1991-2000,0.0,0,8
Mes molt humit,NAO,Neutral,Hivern,Catalunya-Balears,2001-2010,16.67,1,6
Mes molt humit,NAO,Neutral,Hivern,Catalunya-Balears,2011-2020,50.0,2,4
Mes molt humit,NAO,Neutral,Primavera,Catalunya-Balears,Tots,17.86,5,28
Mes molt humit,NAO,Neutral,Primavera,Catalunya-Balears,1981-1990,14.29,1,7
Mes molt humit,NAO,Neutral,Primavera,Catalunya-Balears,1991-2000,0.0,0,6
Mes molt humit,NAO,Neutral,Primavera,Catalunya-Balears,2001-2010,25.0,2,8
Mes molt humit,NAO,Neutral,Primavera,Catalunya-Balears,2011-2020,28.57,2,7
Mes molt humit,NAO,Neutral,Estiu,Catalunya-Balears,Tots,0.0,0,19
Mes molt humit,NAO,Neutral,Estiu,Catalunya-Balears,1981-1990,0.0,0,2
Mes molt humit,NAO,Neutral,Estiu,Catalunya-Balears,1991-2000,0.0,0,5
Mes molt humit,NAO,Neutral,Estiu,Catalunya-Balears,2001-2010,0.0,0,7
Mes molt humit,NAO,Neutral,Estiu,Catalunya-Balears,2011-2020,0.0,0,5
Mes molt humit,NAO,Neutral,Tardor,Catalunya-Balears,Tots,9.09,2,22
Mes molt humit,NAO,Neutral,Tardor,Catalunya-Balears,1981-1990,0.0,0,4
Mes molt humit,NAO,Neutral,Tardor,Catalunya-Balears,1991-2000,0.0,0,4
Mes molt humit,NAO,Neutral,Tardor,Catalunya-Balears,2001-2010,14.29,1,7
Mes molt humit,NAO,Neutral,Tardor,Catalunya-Balears,2011-2020,14.29,1,7
Mes molt humit,NAO,Neutral,Hivern,Golf del Lleó,Tots,26.09,6,23
Mes molt humit,NAO,Neutral,Hivern,Golf del Lleó,1981-1990,20.0,1,5
Mes molt humit,NAO,Neutral,Hivern,Golf del Lleó,1991-2000,37.5,3,8
Mes molt humit,NAO,Neutral,Hivern,Golf del Lleó,2001-2010,33.33,2,6
Mes molt humit,NAO,Neutral,Hivern,Golf del Lleó,2011-2020,0.0,0,4
Mes molt humit,NAO,Neutral,Primavera,Golf del Lleó,Tots,21.43,6,28
Mes molt humit,NAO,Neutral,Primavera,Golf del Lleó,1981-1990,57.14,4,7
Mes molt humit,NAO,Neutral,Primavera,Golf del Lleó,1991-2000,16.67,1,6
Mes molt humit,NAO,Neutral,Primavera,Golf del Lleó,2001-2010,0.0,0,8
Mes molt humit,NAO,Neutral,Primavera,Golf del Lleó,2011-2020,14.29,1,7
Mes molt humit,NAO,Neutral,Estiu,Golf del Lleó,Tots,0.0,0,19
Mes molt humit,NAO,Neutral,Estiu,Golf del Lleó,1981-1990,0.0,0,2
Mes molt humit,NAO,Neutral,Estiu,Golf del Lleó,1991-2000,0.0,0,5
Mes molt humit,NAO,Neutral,Estiu,Golf del Lleó,2001-2010,0.0,0,7
Mes molt humit,NAO,Neutral,Estiu,Golf del Lleó,2011-2020,0.0,0,5
Mes molt humit,NAO,Neutral,Tardor,Golf del Lleó,Tots,18.18,4,22
Mes molt humit,NAO,Neutral,Tardor,Golf del Lleó,1981-1990,25.0,1,4
Mes molt humit,NAO,Neutral,Tardor,Golf del Lleó,1991-2000,50.0,2,4
Mes molt humit,NAO,Neutral,Tardor,Golf del Lleó,2001-2010,14.29,1,7
Mes molt humit,NAO,Neutral,Tardor,Golf del Lleó,2011-2020,0.0,0,7
Mes molt humit,NAO,Neutral,Hivern,Mediterrani central occidental,Tots,26.09,6,23
Mes molt humit,NAO,Neutral,Hivern,Mediterrani central occidental,1981-1990,20.0,1,5
Mes molt humit,NAO,Neutral,Hivern,Mediterrani central occidental,1991-2000,12.5,1,8
Mes molt humit,NAO,Neutral,Hivern,Mediterrani central occidental,2001-2010,16.67,1,6
Mes molt humit,NAO,Neutral,Hivern,Mediterrani central occidental,2011-2020,75.0,3,4
Mes molt humit,NAO,Neutral,Primavera,Mediterrani central occidental,Tots,7.14,2,28
Mes molt humit,NAO,Neutral,Primavera,Mediterrani central occidental,1981-1990,14.29,1,7
Mes molt humit,NAO,Neutral,Primavera,Mediterrani central occidental,1991-2000,0.0,0,6
